지점,지점명,일시,강수량(mm)
108,서울,2022.8.30 10:00,2.5
108,서울,2022.8.30 11:00,2.4
108,서울,2022.8.30 12:00,0.6
108,서울,2022.8.30 13:00,2.7
108,서울,2022.8.30 14:00,2.9
108,서울,2022.8.30 15:00,1
108,서울,2022.8.30 16:00,0.9
108,서울,2022.8.30 17:00,2
108,서울,2022.8.30 18:00,0.6
108,서울,2022.8.30 19:00,1.6
108,서울,2022.8.30 20:00,1.3
108,서울,2022.8.30 21:00,0.2
108,서울,2022.8.30 22:00,0
108,서울,2022.8.30 23:00,0
108,서울,2022.8.31 0:00,0
108,서울,2022.8.31 1:00,0
108,서울,2022.8.31 5:00,0
108,서울,2022.8.31 6:00,0
108,서울,2022.8.31 12:00,0
108,서울,2022.8.31 13:00,0
108,서울,2022.8.31 14:00,0
108,서울,2022.8.31 16:00,0
108,서울,2022.9.4 6:00,1.5
108,서울,2022.9.4 7:00,0.9
108,서울,2022.9.4 9:00,0.1
108,서울,2022.9.4 10:00,1
108,서울,2022.9.4 11:00,0.8
108,서울,2022.9.4 12:00,0
108,서울,2022.9.4 13:00,4.4
108,서울,2022.9.4 14:00,2.3
108,서울,2022.9.4 15:00,0
108,서울,2022.9.4 18:00,0
108,서울,2022.9.4 19:00,7.1
108,서울,2022.9.4 20:00,2.7
108,서울,2022.9.4 21:00,2.3
108,서울,2022.9.4 22:00,3.9
